"","actor1","actor2"
"18067",92,138
"18068",69,63
"18069",48,34
"18070",42,96
"18071",74,63
"18072",120,59
"18073",40,33
"18074",92,138
"18075",101,34
"18076",120,59
"18077",17,115
"18078",102,30
"18079",48,38
"18080",60,56
"18081",109,138
"18082",27,38
"18083",130,65
"18084",80,56
"18085",117,131
"18086",83,79
"18087",1,65
"18088",38,48
"18089",48,38
"18090",39,63
"18091",27,47
"18092",144,43
"18093",120,138
"18094",78,116
"18095",1,76
"18096",63,126
"18097",53,91
"18098",48,38
"18099",120,49
"18100",120,49
"18101",116,78
"18102",120,49
"18103",48,34
"18104",48,80
"18105",48,34
"18106",131,122
"18107",131,20
"18108",20,131
"18109",91,53
"18110",34,101
"18111",20,131
"18112",9,17
"18113",20,131
"18114",131,122
"18115",131,122
"18116",25,45
"18117",63,126
"18118",144,143
"18119",114,18
"18120",38,17
"18121",114,18
"18122",57,72
"18123",57,72
"18124",100,1
"18125",1,76
"18126",84,90
"18127",90,84
"18128",85,76
"18129",56,17
"18130",49,109
"18131",56,17
"18132",138,59
"18133",138,59
"18134",65,90
"18135",138,59
"18136",48,80
"18137",130,109
"18138",20,131
"18139",151,137
"18140",151,44
"18141",48,80
"18142",114,18
"18143",48,56
"18144",48,38
"18145",59,92
"18146",63,102
"18147",131,122
"18148",43,55
"18149",48,34
"18150",140,20
"18151",5,69
"18152",48,57
"18153",20,140
"18154",140,20
"18155",5,69
"18156",20,140
"18157",69,5
"18158",95,91
"18159",75,95
"18160",75,91
"18161",134,65
"18162",65,134
"18163",131,122
"18164",24,147
"18165",20,131
"18166",42,76
"18167",5,69
"18168",20,131
"18169",69,5
"18170",131,20
"18171",130,49
"18172",4,138
"18173",126,63
"18174",63,126
"18175",126,63
"18176",131,122
"18177",20,143
"18178",131,122
"18179",43,112
"18180",42,60
"18181",20,131
"18182",100,1
"18183",69,43
"18184",5,74
"18185",130,109
"18186",74,5
"18187",5,74
"18188",33,110
"18189",91,53
"18190",130,109
"18191",5,69
"18192",38,48
"18193",59,109
"18194",95,91
"18195",85,76
"18196",15,65
"18197",85,76
"18198",85,76
"18199",49,109
"18200",61,24
"18201",20,122
"18202",151,137
"18203",122,20
"18204",57,73
"18205",18,119
"18206",119,18
"18207",38,48
"18208",48,38
"18209",48,34
"18210",48,38
"18211",48,38
"18212",151,127
"18213",127,125
"18214",48,34
"18215",145,57
"18216",131,122
"18217",122,61
"18218",48,38
"18219",131,122
"18220",131,20
"18221",129,143
"18222",48,34
"18223",39,62
"18224",138,59
"18225",120,59
"18226",131,122
"18227",25,45
"18228",131,122
"18229",131,65
"18230",130,109
"18231",48,38
"18232",131,122
"18233",95,91
"18234",131,20
"18235",75,129
"18236",134,65
"18237",153,145
"18238",59,138
"18239",138,59
"18240",131,122
"18241",74,41
"18242",48,34
"18243",154,79
"18244",119,114
"18245",48,34
"18246",48,34
"18247",126,63
"18248",126,63
"18249",131,17
"18250",131,122
"18251",145,153
"18252",145,153
"18253",130,109
"18254",38,48
"18255",80,17
"18256",48,38
"18257",154,79
"18258",39,54
"18259",91,75
"18260",126,63
"18261",39,54
"18262",126,63
"18263",131,117
"18264",48,56
"18265",48,34
"18266",48,34
"18267",7,147
"18268",80,48
"18269",85,76
"18270",48,56
"18271",61,122
"18272",48,56
"18273",114,18
"18274",87,151
"18275",48,34
"18276",48,56
"18277",7,147
"18278",154,78
"18279",131,122
"18280",131,20
"18281",131,20
"18282",63,126
"18283",126,63
"18284",93,5
"18285",149,143
"18286",47,27
"18287",40,148
"18288",145,27
"18289",149,129
"18290",129,118
"18291",48,101
"18292",140,102
"18293",41,63
"18294",48,101
"18295",62,10
"18296",54,90
"18297",129,118
"18298",9,17
"18299",47,38
"18300",53,45
"18301",6,8
"18302",49,138
"18303",49,138
"18304",10,78
"18305",45,95
"18306",100,112
"18307",78,116
"18308",34,101
"18309",154,147
"18310",130,109
"18311",43,123
"18312",130,120
"18313",42,79
"18314",6,13
"18315",43,123
"18316",43,123
"18317",120,92
"18318",1,100
"18319",48,38
"18320",43,55
"18321",20,143
"18322",9,17
"18323",20,122
"18324",20,131
"18325",11,65
"18326",43,63
"18327",31,5
"18328",101,34
"18329",34,101
"18330",101,145
"18331",47,101
"18332",11,45
"18333",130,49
"18334",117,29
"18335",20,122
"18336",117,29
"18337",116,78
"18338",121,82
"18339",55,152
"18340",49,59
"18341",82,121
"18342",40,148
"18343",48,34
"18344",20,122
"18345",74,90
"18346",85,42
"18347",76,79
"18348",5,31
"18349",63,102
"18350",131,122
"18351",69,5
"18352",116,79
"18353",154,116
"18354",131,122
"18355",45,109
"18356",120,92
"18357",140,61
"18358",116,90
"18359",120,49
"18360",120,49
"18361",130,65
"18362",1,65
"18363",130,49
"18364",49,130
"18365",156,70
"18366",92,138
"18367",144,91
"18368",116,10
"18369",10,62
"18370",28,68
"18371",10,1
"18372",20,122
"18373",120,49
"18374",38,47
"18375",126,63
"18376",38,47
"18377",47,38
"18378",92,138
"18379",90,43
"18380",60,121
"18381",48,56
"18382",95,4
"18383",74,63
"18384",74,41
"18385",10,28
"18386",63,126
"18387",42,76
"18388",7,148
"18389",152,69
"18390",42,76
"18391",42,79
"18392",146,93
"18393",130,49
"18394",48,34
"18395",80,48
"18396",48,80
"18397",27,38
"18398",74,63
"18399",94,68
"18400",151,137
"18401",149,143
"18402",144,26
"18403",143,149
"18404",20,131
"18405",114,151
"18406",149,143
"18407",74,63
"18408",49,130
"18409",38,47
"18410",131,40
"18411",81,145
"18412",29,43
"18413",151,127
"18414",149,143
"18415",36,63
"18416",140,156
"18417",20,131
"18418",153,101
"18419",42,76
"18420",122,131
"18421",43,29
"18422",70,147
"18423",29,43
"18424",47,38
"18425",43,29
"18426",28,147
"18427",131,117
"18428",114,18
"18429",114,119
"18430",38,48
"18431",143,149
"18432",85,76
"18433",145,47
"18434",65,88
"18435",119,35
"18436",74,84
"18437",145,47
"18438",74,90
"18439",48,34
"18440",15,45
"18441",145,153
"18442",81,145
"18443",149,143
"18444",151,127
"18445",48,56
"18446",48,38
"18447",40,131
"18448",131,122
"18449",131,40
"18450",131,61
"18451",48,34
"18452",48,34
"18453",56,48
"18454",63,74
"18455",34,48
"18456",56,147
"18457",48,34
"18458",55,156
"18459",48,38
"18460",66,43
"18461",34,48
"18462",101,153
"18463",48,34
"18464",74,63
"18465",85,63
"18466",34,48
"18467",143,43
"18468",131,20
"18469",43,3
"18470",98,109
"18471",43,63
"18472",120,92
"18473",59,49
"18474",120,92
"18475",47,101
"18476",91,95
"18477",81,27
"18478",122,20
"18479",40,148
"18480",145,81
"18481",17,80
"18482",109,49
"18483",49,109
"18484",5,69
"18485",120,92
"18486",149,143
"18487",54,90
"18488",38,48
"18489",109,49
"18490",42,154
"18491",48,38
"18492",129,102
"18493",109,130
"18494",102,129
"18495",38,48
"18496",129,102
"18497",48,38
"18498",102,129
"18499",129,118
"18500",77,53
"18501",75,149
"18502",33,40
"18503",94,140
"18504",48,38
"18505",20,131
"18506",48,34
"18507",39,50
"18508",120,92
"18509",80,56
"18510",20,131
"18511",43,118
"18512",82,121
"18513",77,53
"18514",147,28
"18515",47,145
"18516",61,147
"18517",149,143
"18518",4,138
"18519",61,68
"18520",145,47
"18521",47,101
"18522",156,90
"18523",116,31
"18524",74,63
"18525",4,138
"18526",149,143
"18527",98,148
"18528",95,91
"18529",57,72
"18530",40,148
"18531",26,95
"18532",154,85
"18533",57,27
"18534",92,53
"18535",77,109
"18536",57,27
"18537",140,36
"18538",119,114
"18539",130,109
"18540",145,47
"18541",105,131
"18542",91,95
"18543",121,82
"18544",145,47
"18545",131,20
"18546",149,75
"18547",85,1
"18548",38,48
"18549",61,122
"18550",95,88
"18551",74,90
"18552",74,84
"18553",65,147
"18554",143,20
"18555",48,38
"18556",42,76
"18557",72,27
"18558",131,122
"18559",53,48
"18560",131,20
"18561",121,82
"18562",88,65
"18563",92,138
"18564",149,129
"18565",143,131
"18566",149,143
"18567",91,95
"18568",75,149
"18569",149,75
"18570",33,40
"18571",122,131
"18572",121,82
"18573",15,138
"18574",40,33
"18575",26,144
"18576",144,26
"18577",149,143
"18578",109,65
"18579",1,144
"18580",145,81
"18581",116,147
"18582",78,5
"18583",130,65
"18584",120,138
"18585",48,38
"18586",78,10
"18587",102,63
"18588",63,102
"18589",154,42
"18590",119,114
"18591",75,149
"18592",109,65
"18593",40,148
"18594",145,47
"18595",145,72
"18596",7,90
"18597",38,47
"18598",38,47
"18599",47,38
"18600",81,27
"18601",38,47
"18602",66,112
"18603",65,109
"18604",17,115
"18605",38,47
"18606",15,25
"18607",109,65
"18608",74,63
"18609",26,138
"18610",61,147
"18611",144,1
"18612",27,81
"18613",65,147
"18614",130,49
"18615",43,140
"18616",25,15
"18617",45,109
"18618",147,116
"18619",116,78
"18620",153,27
"18621",145,47
"18622",43,126
"18623",47,145
"18624",1,144
"18625",116,147
"18626",153,145
"18627",49,59
"18628",81,153
"18629",144,1
"18630",131,122
"18631",81,145
"18632",69,66
"18633",72,81
"18634",100,1
"18635",114,151
"18636",130,49
"18637",149,143
"18638",49,109
"18639",43,123
"18640",92,53
"18641",9,115
"18642",9,17
"18643",17,80
"18644",56,147
"18645",98,8
"18646",119,151
"18647",43,156
"18648",131,122
"18649",143,43
"18650",156,147
"18651",145,27
"18652",91,144
"18653",119,18
"18654",90,54
"18655",149,143
"18656",149,75
"18657",121,82
"18658",145,81
"18659",121,82
"18660",42,85
"18661",63,89
"18662",35,111
"18663",75,129
"18664",149,63
"18665",80,56
"18666",122,20
"18667",130,49
"18668",72,145
"18669",11,45
"18670",72,153
"18671",130,53
"18672",53,130
"18673",130,53
"18674",26,53
"18675",147,156
"18676",72,27
"18677",144,63
"18678",5,31
"18679",74,5
"18680",9,17
"18681",5,152
"18682",48,38
"18683",100,1
"18684",101,73
"18685",122,65
"18686",61,147
"18687",130,109
"18688",49,109
"18689",27,101
"18690",27,153
"18691",11,147
"18692",4,138
"18693",9,17
"18694",61,147
"18695",53,91
"18696",61,65
"18697",48,34
"18698",145,27
"18699",106,74
"18700",106,74
"18701",34,145
"18702",81,101
"18703",131,122
"18704",122,65
"18705",65,61
"18706",20,131
"18707",115,17
"18708",48,38
"18709",15,113
"18710",48,38
"18711",15,45
"18712",15,45
"18713",48,56
"18714",126,43
"18715",9,17
"18716",131,20
"18717",126,140
"18718",144,1
"18719",96,10
"18720",1,144
"18721",144,1
"18722",1,144
"18723",144,1
"18724",1,144
"18725",155,103
"18726",63,43
"18727",47,145
"18728",34,47
"18729",109,130
"18730",76,42
"18731",118,55
"18732",65,7
"18733",101,81
"18734",63,149
"18735",20,122
"18736",47,34
"18737",48,38
"18738",63,74
"18739",48,38
"18740",20,131
"18741",140,126
"18742",122,131
"18743",122,20
"18744",7,65
"18745",20,131
"18746",20,122
"18747",47,101
"18748",77,109
"18749",131,20
"18750",48,38
"18751",82,121
"18752",48,17
"18753",59,4
"18754",47,81
"18755",89,43
"18756",131,20
"18757",131,122
"18758",88,95
"18759",131,20
"18760",1,144
"18761",101,73
"18762",15,113
"18763",20,131
"18764",120,49
"18765",144,1
"18766",143,149
"18767",143,149
"18768",80,56
"18769",1,144
"18770",144,140
"18771",43,140
"18772",31,5
"18773",5,31
"18774",31,5
"18775",5,31
"18776",143,144
"18777",4,120
"18778",119,18
"18779",92,95
"18780",75,102
"18781",120,92
"18782",131,117
"18783",144,140
"18784",56,48
"18785",66,43
"18786",61,147
"18787",77,109
"18788",135,123
"18789",38,56
"18790",57,73
"18791",65,120
"18792",43,118
"18793",5,31
"18794",5,93
"18795",5,69
"18796",20,122
"18797",144,43
"18798",17,9
"18799",114,97
"18800",92,53
"18801",109,77
"18802",43,63
"18803",117,131
"18804",9,17
"18805",49,53
"18806",117,20
"18807",117,131
"18808",120,92
"18809",77,109
"18810",9,17
"18811",101,73
"18812",145,47
"18813",131,117
"18814",106,74
"18815",9,17
"18816",106,74
"18817",101,81
"18818",49,109
"18819",59,49
"18820",77,109
"18821",43,118
"18822",120,92
"18823",43,63
"18824",43,66
"18825",43,152
"18826",131,122
"18827",151,127
"18828",122,131
"18829",85,76
"18830",64,98
"18831",20,131
"18832",65,7
"18833",7,65
"18834",144,1
"18835",122,65
"18836",64,6
"18837",154,90
"18838",33,110
"18839",131,122
"18840",66,43
"18841",122,131
"18842",63,144
"18843",144,63
"18844",1,85
"18845",85,1
"18846",48,80
"18847",144,43
"18848",48,38
"18849",47,101
"18850",48,56
"18851",38,48
"18852",122,20
"18853",38,47
"18854",17,80
"18855",131,122
"18856",76,10
"18857",20,122
"18858",119,114
"18859",38,48
"18860",47,38
"18861",155,103
"18862",38,47
"18863",135,123
"18864",49,109
"18865",89,43
"18866",38,48
"18867",48,38
"18868",48,38
"18869",101,27
"18870",38,48
"18871",10,76
"18872",92,120
"18873",122,131
"18874",48,38
"18875",38,48
"18876",47,101
"18877",101,27
"18878",48,38
"18879",27,101
"18880",38,48
"18881",144,26
"18882",101,27
"18883",38,48
"18884",117,29
"18885",22,40
"18886",43,118
"18887",27,101
"18888",27,47
"18889",27,101
"18890",121,147
"18891",130,109
"18892",84,96
"18893",121,82
"18894",48,38
"18895",121,82
"18896",104,10
"18897",128,43
"18898",38,48
"18899",10,76
"18900",17,9
"18901",84,83
"18902",131,122
"18903",48,38
"18904",69,152
"18905",131,65
"18906",43,3
"18907",144,128
"18908",120,130
"18909",48,34
"18910",110,40
"18911",121,82
"18912",80,48
"18913",43,63
"18914",49,138
"18915",120,92
"18916",131,122
"18917",75,102
"18918",122,131
"18919",48,80
"18920",101,27
"18921",27,101
"18922",91,45
"18923",17,9
"18924",151,137
"18925",17,9
"18926",121,60
"18927",75,149
"18928",48,56
"18929",80,48
"18930",36,43
"18931",48,80
"18932",48,56
"18933",101,27
"18934",17,115
"18935",138,49
"18936",59,138
"18937",43,118
"18938",85,76
"18939",61,15
"18940",15,61
"18941",63,43
"18942",114,18
"18943",114,119
"18944",63,102
"18945",61,147
"18946",48,38
"18947",48,38
"18948",63,43
"18949",144,63
"18950",48,38
"18951",143,75
"18952",92,53
"18953",101,27
"18954",36,144
"18955",1,90
"18956",92,53
"18957",122,20
"18958",17,72
"18959",72,115
"18960",49,138
"18961",49,138
"18962",92,120
"18963",72,17
"18964",131,98
"18965",75,143
"18966",122,131
"18967",149,75
"18968",72,145
"18969",122,131
"18970",38,48
"18971",9,17
"18972",90,54
"18973",130,109
"18974",72,27
"18975",27,72
"18976",48,56
"18977",48,56
"18978",48,38
"18979",48,38
"18980",48,17
"18981",144,26
"18982",1,144
"18983",144,1
"18984",72,48
"18985",75,149
"18986",1,144
"18987",149,63
"18988",49,109
"18989",92,138
"18990",59,92
"18991",151,137
"18992",130,49
"18993",48,34
"18994",101,27
"18995",96,84
"18996",130,109
"18997",144,140
"18998",151,137
"18999",154,116
"19000",20,131
"19001",144,1
"19002",20,131
"19003",17,48
"19004",48,27
"19005",27,48
"19006",49,109
"19007",120,138
"19008",151,137
"19009",138,45
"19010",106,74
"19011",154,1
"19012",131,20
"19013",131,122
"19014",80,47
"19015",20,131
"19016",20,140
"19017",63,43
"19018",85,76
"19019",109,130
"19020",48,80
"19021",60,121
"19022",80,48
"19023",109,130
"19024",48,80
"19025",48,80
"19026",63,43
"19027",63,43
"19028",63,118
"19029",48,47
"19030",80,48
"19031",48,80
"19032",80,48
"19033",48,80
"19034",48,47
"19035",151,137
"19036",48,38
"19037",80,48
"19038",48,80
"19039",47,80
"19040",47,20
"19041",48,38
"19042",48,27
"19043",48,47
"19044",15,113
"19045",15,113
"19046",87,151
"19047",87,151
"19048",74,5
"19049",65,91
"19050",45,65
"19051",112,118
"19052",1,154
"19053",17,48
"19054",140,126
"19055",126,140
"19056",63,102
"19057",72,27
"19058",48,27
"19059",38,27
"19060",27,38
"19061",122,65
"19062",38,48
"19063",100,1
"19064",101,73
"19065",65,131
"19066",122,65
"19067",48,38
"19068",47,72
"19069",38,48
"19070",48,38
"19071",48,38
"19072",118,66
"19073",66,112
"19074",5,69
"19075",117,29
"19076",48,38
"19077",144,91
"19078",130,49
"19079",27,47
"19080",29,55
"19081",48,47
"19082",49,109
"19083",47,72
"19084",100,1
"19085",48,38
"19086",102,43
"19087",91,144
"19088",20,131
"19089",43,102
"19090",144,91
"19091",43,140
"19092",100,112
"19093",43,63
"19094",48,38
"19095",122,131
"19096",130,109
"19097",130,109
"19098",48,17
"19099",144,1
"19100",130,109
"19101",34,17
"19102",1,144
"19103",109,65
"19104",88,95
"19105",79,76
"19106",57,27
"19107",72,47
"19108",119,35
"19109",63,74
"19110",156,70
"19111",48,56
"19112",90,104
"19113",90,10
"19114",119,18
"19115",38,48
"19116",144,1
"19117",39,142
"19118",114,151
"19119",38,48
"19120",56,38
"19121",58,53
"19122",48,38
"19123",48,38
"19124",38,48
"19125",154,79
"19126",57,72
"19127",48,38
"19128",38,48
"19129",48,38
"19130",48,38
"19131",101,81
"19132",38,48
"19133",38,48
"19134",85,76
"19135",145,81
"19136",81,101
"19137",38,47
"19138",47,38
"19139",101,81
"19140",38,47
"19141",47,38
"19142",1,144
"19143",63,43
"19144",20,24
"19145",144,1
"19146",112,66
"19147",48,38
"19148",48,38
"19149",121,45
"19150",48,38
"19151",65,11
"19152",82,121
"19153",107,2
"19154",92,53
"19155",48,38
"19156",49,138
"19157",101,27
"19158",149,75
"19159",77,53
"19160",38,48
"19161",20,131
"19162",101,145
"19163",65,138
"19164",145,153
"19165",91,65
"19166",92,88
"19167",40,33
"19168",34,48
"19169",48,38
"19170",27,47
"19171",2,107
"19172",107,2
"19173",48,17
"19174",2,107
"19175",107,2
"19176",48,38
"19177",34,48
"19178",2,107
"19179",38,48
"19180",63,74
"19181",69,74
"19182",34,17
"19183",91,95
"19184",40,33
"19185",61,122
"19186",48,38
"19187",48,38
"19188",48,56
"19189",91,149
"19190",38,48
"19191",43,140
"19192",38,48
"19193",91,95
"19194",53,109
"19195",38,145
"19196",65,109
"19197",38,145
"19198",48,38
"19199",47,38
"19200",92,138
"19201",145,47
"19202",138,109
"19203",9,145
"19204",38,48
"19205",77,53
"19206",48,38
"19207",48,34
"19208",48,38
"19209",43,102
"19210",48,38
"19211",38,48
"19212",38,48
"19213",38,48
"19214",5,69
"19215",38,48
"19216",92,138
"19217",145,73
"19218",48,17
"19219",4,120
"19220",113,45
"19221",74,85
"19222",74,63
"19223",85,42
"19224",85,42
"19225",102,43
"19226",109,65
"19227",106,74
"19228",106,74
"19229",27,47
"19230",69,152
"19231",69,5
"19232",38,145
"19233",144,91
"19234",85,76
"19235",145,38
"19236",92,53
"19237",148,7
"19238",48,17
"19239",48,17
"19240",144,1
"19241",77,109
"19242",48,17
"19243",123,134
"19244",20,131
"19245",38,145
"19246",65,68
"19247",151,137
"19248",151,137
"19249",15,7
"19250",131,20
"19251",5,74
"19252",107,2
"19253",5,93
"19254",48,38
"19255",48,34
"19256",48,38
"19257",48,38
"19258",17,48
"19259",145,27
"19260",48,38
"19261",45,65
"19262",9,101
"19263",80,48
"19264",149,143
"19265",38,48
"19266",38,48
"19267",17,9
"19268",48,38
"19269",38,48
"19270",48,38
"19271",48,38
"19272",17,9
"19273",101,72
"19274",17,27
"19275",43,118
"19276",17,9
"19277",144,1
"19278",1,100
"19279",1,144
"19280",144,143
"19281",34,48
"19282",69,36
"19283",69,30
"19284",130,109
"19285",151,137
"19286",85,76
"19287",9,17
"19288",120,109
"19289",114,3
"19290",91,53
"19291",44,87
"19292",29,55
"19293",1,100
"19294",17,80
"19295",17,73
"19296",121,65
"19297",29,55
"19298",121,65
"19299",80,48
"19300",84,90
"19301",65,82
"19302",65,121
"19303",96,84
"19304",72,81
"19305",145,153
"19306",10,84
"19307",119,18
"19308",25,45
"19309",48,80
"19310",29,55
"19311",20,131
"19312",156,55
"19313",2,107
"19314",59,138
"19315",107,2
"19316",59,1
"19317",6,64
"19318",101,81
"19319",42,76
"19320",43,63
"19321",15,7
"19322",15,7
"19323",119,18
"19324",75,149
"19325",9,17
"19326",77,95
"19327",35,111
"19328",85,76
"19329",9,17
"19330",9,17
"19331",85,76
"19332",151,137
"19333",17,9
"19334",17,9
"19335",151,137
"19336",40,33
"19337",59,138
"19338",65,121
"19339",29,84
"19340",130,49
"19341",77,26
"19342",149,75
"19343",72,27
"19344",72,145
"19345",72,145
"19346",20,122
"19347",149,102
"19348",87,151
"19349",9,17
"19350",31,146
"19351",77,53
"19352",77,53
"19353",100,1
"19354",74,63
"19355",74,5
"19356",6,13
"19357",122,20
"19358",20,122
"19359",9,17
"19360",20,122
"19361",17,9
"19362",17,80
"19363",77,26
"19364",131,122
"19365",17,48
"19366",154,65
"19367",34,101
"19368",17,9
"19369",130,65
"19370",68,45
"19371",131,122
"19372",131,122
"19373",131,20
"19374",131,122
"19375",138,65
"19376",9,17
"19377",43,63
"19378",131,122
"19379",80,56
"19380",63,102
"19381",42,100
"19382",101,73
"19383",101,81
"19384",17,48
"19385",65,61
"19386",17,48
"19387",120,130
"19388",120,4
"19389",79,100
"19390",117,109
"19391",117,109
"19392",10,84
"19393",63,85
"19394",144,1
"19395",156,126
"19396",20,131
"19397",42,100
"19398",1,100
"19399",72,27
"19400",9,145
"19401",85,76
"19402",109,65
"19403",74,41
"19404",74,90
"19405",9,17
"19406",42,100
"19407",116,53
"19408",65,123
"19409",1,100
"19410",65,123
"19411",57,101
"19412",33,3
"19413",59,138
"19414",59,138
"19415",131,20
"19416",149,75
"19417",80,56
"19418",9,27
"19419",9,17
"19420",40,64
"19421",57,72
"19422",2,107
"19423",107,2
"19424",18,114
"19425",59,138
"19426",131,20
"19427",39,84
"19428",65,123
"19429",59,49
"19430",65,131
"19431",17,56
"19432",1,100
"19433",61,65
"19434",42,100
"19435",17,80
"19436",131,65
"19437",120,130
"19438",131,24
"19439",131,20
"19440",20,131
"19441",20,131
"19442",11,24
"19443",120,4
"19444",57,72
"19445",85,76
"19446",131,24
"19447",18,114
"19448",114,119
"19449",131,122
"19450",42,100
"19451",100,130
"19452",156,126
"19453",24,11
"19454",65,131
"19455",131,65
"19456",131,65
"19457",120,130
"19458",40,98
"19459",33,40
"19460",135,123
"19461",135,98
"19462",130,109
"19463",131,61
"19464",121,82
"19465",130,109
"19466",81,101
"19467",130,120
"19468",156,55
"19469",61,11
"19470",90,84
"19471",42,100
"19472",144,1
"19473",61,65
"19474",84,90
"19475",1,144
"19476",144,143
"19477",91,120
"19478",7,65
"19479",138,130
"19480",82,45
"19481",63,102
"19482",96,134
"19483",101,81
"19484",72,145
"19485",119,151
"19486",144,33
"19487",130,120
"19488",72,27
"19489",59,138
"19490",20,72
"19491",42,100
"19492",74,63
"19493",74,69
"19494",80,56
"19495",17,9
"19496",85,76
"19497",80,48
"19498",151,119
"19499",20,122
"19500",20,131
"19501",80,48
"19502",20,122
"19503",65,43
"19504",77,91
"19505",65,7
"19506",23,119
"19507",146,78
"19508",65,123
"19509",61,113
"19510",43,65
"19511",74,84
"19512",9,17
"19513",81,101
"19514",144,91
"19515",103,155
"19516",131,20
"19517",80,147
"19518",17,80
"19519",7,65
"19520",120,130
"19521",20,122
"19522",74,63
"19523",48,153
"19524",20,122
"19525",58,53
"19526",9,17
"19527",42,100
"19528",155,65
"19529",24,147
"19530",137,151
"19531",9,17
"19532",131,122
"19533",74,63
"19534",65,7
"19535",65,7
"19536",87,151
"19537",118,112
"19538",91,144
"19539",7,65
"19540",122,131
"19541",149,75
"19542",42,100
"19543",42,1
"19544",131,122
"19545",39,142
"19546",65,90
"19547",118,43
"19548",42,76
"19549",145,27
"19550",130,92
"19551",2,107
"19552",145,47
"19553",145,27
"19554",112,118
"19555",144,91
"19556",130,53
"19557",149,143
"19558",149,143
"19559",116,53
"19560",1,76
"19561",118,112
"19562",81,153
"19563",42,83
"19564",101,81
"19565",42,100
"19566",27,80
"19567",130,109
"19568",143,43
"19569",101,153
"19570",101,153
"19571",91,53
"19572",43,143
"19573",143,66
"19574",17,80
"19575",17,73
"19576",73,17
"19577",101,153
"19578",17,73
"19579",145,80
"19580",42,100
"19581",130,120
"19582",130,120
"19583",145,101
"19584",34,80
"19585",130,109
"19586",74,5
"19587",9,17
"19588",66,5
"19589",155,103
"19590",101,72
"19591",151,18
"19592",131,122
"19593",131,109
"19594",33,40
"19595",74,5
"19596",1,76
"19597",92,109
"19598",131,117
"19599",114,119
"19600",151,119
"19601",42,100
"19602",130,90
"19603",89,18
"19604",153,145
"19605",130,109
"19606",78,31
"19607",130,109
"19608",72,153
"19609",29,135
"19610",27,145
"19611",81,101
"19612",131,105
"19613",148,109
"19614",135,29
"19615",145,27
"19616",80,48
"19617",101,34
"19618",72,17
"19619",80,34
"19620",81,145
"19621",17,72
"19622",72,17
"19623",130,109
"19624",131,109
"19625",149,75
"19626",131,130
"19627",131,20
"19628",101,145
"19629",130,109
"19630",20,131
"19631",72,17
"19632",17,38
"19633",130,109
"19634",47,27
"19635",130,109
"19636",130,109
"19637",20,122
"19638",20,61
"19639",20,131
"19640",131,130
"19641",90,84
"19642",20,131
"19643",20,122
"19644",131,20
"19645",80,48
"19646",42,100
"19647",20,131
"19648",80,48
"19649",145,153
"19650",27,145
"19651",27,57
"19652",27,73
"19653",27,145
"19654",27,145
"19655",42,100
"19656",29,155
"19657",19,69
"19658",92,49
"19659",145,47
"19660",149,143
"19661",149,143
"19662",118,112
"19663",126,55
"19664",77,34
"19665",149,129
"19666",65,134
"19667",66,55
"19668",115,81
"19669",135,134
"19670",149,129
"19671",65,90
"19672",72,153
"19673",66,19
"19674",34,77
"19675",149,129
"19676",29,103
"19677",63,74
"19678",74,63
"19679",92,91
"19680",91,92
"19681",63,74
"19682",75,149
"19683",75,149
"19684",149,129
"19685",149,129
"19686",1,100
"19687",129,149
"19688",63,85
"19689",85,63
"19690",148,7
"19691",42,100
"19692",149,129
"19693",42,100
"19694",53,45
"19695",143,149
"19696",131,18
"19697",7,65
"19698",149,143
"19699",149,75
"19700",72,27
"19701",134,65
"19702",114,18
"19703",72,145
"19704",47,153
"19705",114,119
"19706",131,40
"19707",40,131
"19708",131,40
"19709",131,20
"19710",7,65
"19711",98,109
"19712",109,98
"19713",44,87
"19714",40,131
"19715",44,151
"19716",44,151
"19717",145,153
"19718",81,101
"19719",131,40
"19720",131,20
"19721",63,74
"19722",42,154
"19723",42,154
"19724",131,109
"19725",131,98
"19726",145,81
"19727",40,131
"19728",118,112
"19729",5,69
"19730",9,80
"19731",20,140
"19732",20,140
"19733",145,47
"19734",145,47
"19735",145,47
"19736",145,47
"19737",145,47
"19738",73,17
"19739",57,73
"19740",144,91
"19741",75,91
"19742",47,145
"19743",38,48
"19744",115,145
"19745",80,48
"19746",74,5
"19747",42,96
"19748",145,153
"19749",145,153
"19750",63,74
"19751",96,42
"19752",42,96
"19753",74,63
"19754",63,74
"19755",125,44
"19756",145,153
"19757",138,109
"19758",131,20
"19759",131,98
"19760",87,125
"19761",65,109
"19762",66,102
"19763",31,53
"19764",130,120
"19765",143,149
"19766",27,73
"19767",153,145
"19768",84,90
"19769",100,1
"19770",5,74
"19771",20,131
"19772",5,69
"19773",74,5
"19774",63,85
"19775",145,80
"19776",63,74
"19777",59,49
"19778",20,131
"19779",130,120
"19780",15,113
"19781",20,131
"19782",131,20
"19783",78,65
"19784",130,109
"19785",130,109
"19786",130,109
"19787",130,109
"19788",130,120
"19789",3,18
"19790",75,149
"19791",130,120
"19792",130,109
"19793",120,130
"19794",130,109
"19795",80,47
"19796",59,138
"19797",130,109
"19798",130,109
"19799",7,65
"19800",15,65
"19801",65,147
"19802",65,7
"19803",53,45
"19804",153,72
"19805",63,74
"19806",48,80
"19807",53,45
"19808",74,63
"19809",118,112
"19810",59,92
"19811",49,130
"19812",122,131
"19813",49,130
"19814",61,131
